drug,adr,a,n_drug,n_adr,PRR,PRR_lower95,PRR_upper95,chi2_PRR,pvalue_PRR,ROR,ROR_lower95,ROR_upper95,IC,IC_lower95,IC_upper95,IC025,EBGM,EB05,EB95,signal_PRR,signal_ROR,signal_IC,signal_EBGM,n_methods_flagged,signal_ANY_3,signal_ALL_4,signal_strength
Valsartan,Hyperbilirubinaemia,6,1077,945,4.21839404629752,1.9549068055141023,9.10265813165383,10.136314748924802,0.0014537651532564998,4.235952444397977,1.953952130846736,9.183077122480759,1.6671839161149924,0.8984124632334783,2.4359553689965066,0.37282381687570854,3.7892125720077954,1.2550341742479296,6.323390969767662,True,True,True,False,3,True,False,Moderate (3/4)
Lisdexamfetamine Dimesylate,Ventricular Septal Defect,3,212,1869,5.804975654338886,2.051821248121176,16.423332382547322,6.001010241952914,0.014297689104232717,5.871399828786282,2.0395667291037998,16.902283929989093,1.6670677710102235,0.6194064888440032,2.714729053176444,-0.09685173467780062,4.6770213256806485,0.27162147473577836,9.08242117662552,True,True,False,False,2,False,False,Weak (2/4)
Nifedipine,Renal Failure Neonatal,4,1284,470,4.932166731959963,1.9522745184646555,12.46047543097768,7.294218152032816,0.0069176867106510494,4.944063249007183,1.950667287029187,12.530974181358546,1.6670107475432296,0.7430610459690271,2.590960449117432,0.111381147954011,4.187894073139974,0.7646798419110712,7.6111083043688765,True,True,True,False,3,True,False,Moderate (3/4)
Quetiapine,Patent Ductus Arteriosus,48,3748,2594,3.324444772345747,2.506820893491002,4.4087445868484165,73.1913641375745,1.1766949153708863e-17,3.3544631136366885,2.520237608005432,4.464826151711365,1.666866442168417,1.3854372155894248,1.9482956687474091,1.1930315198670525,3.2412718859231644,2.472080045604154,4.010463726242175,True,True,True,True,4,True,True,Strong (4/4)
Gabapentin,Infantile Diarrhoea,4,2769,218,4.963771199012218,1.9529044575747978,12.616605190579065,7.304593897836197,0.00687785395085677,4.969327364011869,1.9521734065716314,12.649600884628713,1.6667601362353057,0.7428104346611032,2.5907098378095084,0.11113053664608707,4.186828257882992,0.7644852315823534,7.609171284183629,True,True,True,False,3,True,False,Moderate (3/4)
Cyclosporine,Foetal Distress Syndrome,7,740,1656,4.036030602034173,1.9769891678891545,8.23957120511125,11.59226574682647,0.000662266745468437,4.06432574536127,1.976418469794756,8.357918131640336,1.6667415741664011,0.9510548441765944,2.3824283041562078,0.4617588144896856,3.6867963213513018,1.4026680497728723,5.970924592929731,True,True,True,False,3,True,False,Moderate (3/4)
Paroxetine Hydrochloride\Paroxetine Hydrochloride Anhydrous,Hypotonia Neonatal,40,2276,3544,3.329015591857565,2.4489598115519895,4.525327348596837,61.08465777906489,5.467253993743542e-15,3.3704492614123893,2.4658029940311237,4.606989386927451,1.6665597472678946,1.3585849380093715,1.9745345565264176,1.148030731679565,3.254074723487511,2.408227041423235,4.099922405551786,True,True,True,True,4,True,True,Strong (4/4)
Amoxicillin\Clavulanic Acid,Atrial Septal Defect,6,237,4297,4.195110530608241,1.9643300461240776,8.959264456981437,10.164164399898441,0.001431968015958644,4.275764614818232,1.9598969854566968,9.328124476435974,1.666515635820247,0.897744182938733,2.4352870887017612,0.37215553658096323,3.7869634635113094,1.2542892416343463,6.3196376853882725,True,True,True,False,3,True,False,Moderate (3/4)
Labetalol\Labetalol Hydrochloride,Hyperbilirubinaemia,4,639,945,4.913477113235288,1.952431464493673,12.36522652975572,7.284585182420922,0.006954878871690449,4.937326520405149,1.949172256049621,12.506433483976,1.6664306950097083,0.7424809934355058,2.5903803965839107,0.11080109542048966,4.185427733477816,0.7642295057301656,7.6066259612254665,True,True,True,False,3,True,False,Moderate (3/4)
Meropenem,Neonatal Seizure,5,467,1737,4.465383244206773,1.9429531601768586,10.262546687346589,8.689126381158138,0.003201140223335054,4.501769197769198,1.939534193771631,10.448862399571452,1.6664087630535673,0.8306654475416235,2.502152078565511,0.2592899155079478,3.9370043058638293,1.0550565541798735,6.818952057547785,True,True,True,False,3,True,False,Moderate (3/4)
Nelfinavir Mesylate,Bronchitis,4,2188,276,4.948940772553779,1.9514423602481177,12.550724156224184,7.293681448641302,0.006919753527281713,4.955946503829105,1.9505102778918826,12.592297527066592,1.666379661549561,0.7424299599753584,2.5903293631237636,0.11075006196034232,4.1852108346465595,0.7641899015374332,7.606231767755686,True,True,True,False,3,True,False,Moderate (3/4)
Valproate Sodium,Hydrocele,7,6160,199,4.122771068717015,1.9886529083696813,8.547113080172728,11.655897659382733,0.0006399931503584443,4.126245331819395,1.988611082824949,8.561704541128758,1.6663703829325733,0.9506836529427666,2.38205711292238,0.4613876232558578,3.685624740564492,1.4022223134766012,5.969027167652383,True,True,True,False,3,True,False,Moderate (3/4)
Pseudoephedrine Hydrochloride,Ear Infection,4,925,653,4.919322056737324,1.9508535564293736,12.404687895792058,7.281011403064599,0.006968728852831086,4.935796014881851,1.9486117972423573,12.502275894562665,1.6661678146683987,0.7422181130941962,2.5901175162426013,0.11053821507918005,4.18431061620043,0.7640255280153125,7.604595704385548,True,True,True,False,3,True,False,Moderate (3/4)
Morphine Sulfate,Drug Detoxification,3,18035,22,6.369359148516921,2.041710518430399,19.869974512343763,6.137079506484269,0.01323757708428203,6.370229677896391,2.0415965331795034,19.876515996015392,1.6659900110070711,0.6183287288408508,2.7136512931732915,-0.09792949468095302,4.671121610063477,0.2712788443852032,9.070964375741752,True,True,False,False,2,False,False,Weak (2/4)
Phenytoin,Cleft Palate,3,792,501,5.822906574613429,2.0396429119096915,16.62361621178597,5.9798857440258,0.014469939575294391,5.840604143018035,2.0364017005807473,16.751437963202974,1.6659462812901744,0.6182849991239541,2.713607563456395,-0.09797322439784972,4.670882452533136,0.2712649551346411,9.07049994993163,True,True,False,False,2,False,False,Weak (2/4)
Acetaminophen,Blood Creatinine Increased,9,3748,438,3.860837311253566,2.0315193008182546,7.337397551656932,14.54880613832274,0.00013657516526425836,3.8675918493395787,2.031809506250748,7.362041897658057,1.6655257904270797,1.0296224097798383,2.301429171074321,0.5948721393373366,3.5564396860843956,1.611719775956675,5.5011595962121165,True,True,True,False,3,True,False,Moderate (3/4)
Lurasidone Hydrochloride,Maternal Exposure During Pregnancy,7,143,8579,4.011129706347682,1.997743879008894,8.05366578278637,11.681858686315602,0.0006311245247947335,4.1618868154301225,1.9948523186888967,8.682999589581346,1.6654826952946404,0.9497959653048337,2.381169425284447,0.4604999356179249,3.682824753046262,1.4011570381835647,5.9644924679089595,True,True,True,False,3,True,False,Moderate (3/4)
Prazepam,Asthma,8,383,3745,3.900126889719317,2.0046277486059347,7.587937344721363,13.068211454846193,0.000300349793669694,3.9605853510815012,2.005294923105303,7.822408635489105,1.6654049142937233,0.993134802414101,2.3376750261733457,0.5335215626596654,3.610391978122152,1.5171361085420259,5.703647847702278,True,True,True,False,3,True,False,Moderate (3/4)
Glatiramer Acetate,Caesarean Section,3,99,4011,5.773736463281858,2.0622216514968907,16.165106560312317,5.998298379078786,0.014319683211783469,5.916965955117396,2.0357776934511307,17.197597864758592,1.6653560598084094,0.617694777642189,2.7130173419746297,-0.09856344587961474,4.667656221111347,0.271077589357235,9.064234852865459,True,True,False,False,2,False,False,Weak (2/4)
Prednisone,Malaise,11,2728,754,3.714907365883962,2.0774549523289854,6.643001679351681,17.48955497426387,2.8889047421542896e-05,3.7257157245653683,2.0784375625159264,6.678554078608402,1.6652751186714418,1.0873077008499763,2.2432425364929074,0.6921667111148925,3.479472699610421,1.7576112746791535,5.201334124541688,True,True,True,False,3,True,False,Moderate (3/4)
Morphine,Bronchopulmonary Dysplasia,7,1709,718,4.047129667064524,1.9741193888365574,8.29699492070076,11.565186766375128,0.0006719814027826034,4.0593676572111415,1.9738849924800586,8.348240064233805,1.665236984904806,0.9495502549149993,2.380923714894613,0.46025422522809056,3.682050168873806,1.400862342090846,5.963237995656765,True,True,True,False,3,True,False,Moderate (3/4)
Theophylline Anhydrous,Death Neonatal,5,137,5928,4.4427348695872375,1.9581820470077222,10.079702830289758,8.722512773646766,0.0031430455347057633,4.568879311855083,1.946374199313597,10.72489461361488,1.6651983830967303,0.8294550675847865,2.500941698608674,0.25807953555111074,3.932545676912946,1.053861710249866,6.811229643576025,True,True,True,False,3,True,False,Moderate (3/4)
Ondansetron,Urine Output Decreased,3,5093,78,5.942780598828398,2.0357397145733502,17.348308820124814,6.003962954883236,0.014273781153933403,5.945599874067458,2.0352610025838955,17.368857270704673,1.6650282632922175,0.6173669811259972,2.7126895454584377,-0.0988912423958066,4.6658657953558755,0.27097360905647516,9.060757981655275,True,True,False,False,2,False,False,Weak (2/4)
Gabapentin,Drug Withdrawal Syndrome,11,2769,743,3.714640153253966,2.0771296331561278,6.643086328319441,17.483209410820926,2.8985632676516667e-05,3.7252868422208487,2.078097576972884,6.67810896398772,1.6650000218599716,1.087032604038506,2.242967439681437,0.6918916143034223,3.478715304414097,1.7572286861517026,5.2002019226764915,True,True,True,False,3,True,False,Moderate (3/4)
Methadone Hydrochloride,Post-Traumatic Stress Disorder,5,10689,76,4.658500253663732,1.9573837167842258,11.08705688480873,8.781518229086778,0.0030429782440445016,4.660169116297152,1.95726014558109,11.095702449937834,1.6649101664351749,0.8291668509232311,2.5006534819471185,0.2577913188895553,3.9314849222109234,1.0535774443172405,6.809392400104606,True,True,True,False,3,True,False,Moderate (3/4)
Hydroxychloroquine Sulfate,Contusion,3,1766,225,5.844085142651786,2.0351940695349096,16.78136334308806,5.972498444229759,0.014530678939456629,5.8520466513540805,2.0337586964644174,16.838993765169953,1.664837579586219,0.6171762974199986,2.7124988617524393,-0.09908192610180522,4.664824725016124,0.27091314812604583,9.058736301906201,True,True,False,False,2,False,False,Weak (2/4)
Calcium Glubionate,Exposure During Pregnancy,9,769,2136,3.8141416779097934,2.0245001666664644,7.1858115789255255,14.504822892768704,0.00013980116652113512,3.8467906033123422,2.0257859127014557,7.304719542648393,1.6648231538839464,1.028919773236705,2.300726534531188,0.5941695027942033,3.5544019602664667,1.610796312243349,5.498007608289584,True,True,True,False,3,True,False,Moderate (3/4)
Oxazepam,Constipation,3,1019,390,5.820969165783354,2.035774911073208,16.64412005703418,5.965730162470867,0.014586559035022,5.834709867826032,2.033265083344039,16.743433761089214,1.6647184150671108,0.6170571329008905,2.712379697233331,-0.09920109062091331,4.664174291938997,0.2708753737437366,9.057473210134257,True,True,False,False,2,False,False,Weak (2/4)
Quetiapine Fumarate,Neonatal Respiratory Depression,11,2525,815,3.7103425728790698,2.0758040717651705,6.6319563562722665,17.470642879892445,2.917786546031491e-05,3.7220033068612244,2.076860583192214,6.6703122628447336,1.6646929427692567,1.086725524947791,2.2426603605907225,0.6915845352127074,3.477870074649264,1.7568017291117644,5.198938420186764,True,True,True,False,3,True,False,Moderate (3/4)
Tramadol Hydrochloride,Cardiac Disorder,141,7275,3992,3.286206778446971,2.783094607930007,3.880268733926709,2.6462585356833286e+21,0.0,3.331321856620279,2.8122508648408036,3.9462003376516717,1.664615469900258,1.4998632961423886,1.8293676436581274,1.3872266059201719,3.1923956057675915,2.750218694812818,3.634572516722365,True,True,True,True,4,True,True,Strong (4/4)
Montelukast Sodium,Asthma,5,217,3745,4.447231684251444,1.9475087449297446,10.15547155046198,8.684531902637813,0.0032092199150808333,4.525993536567147,1.9400892346315086,10.558595515807985,1.6645297580394747,0.8287864425275309,2.5002730735514183,0.2574109104938551,3.930085416007593,1.0532023981964538,6.8069684338187315,True,True,True,False,3,True,False,Moderate (3/4)
Tacrolimus,Pulmonary Hypertension,5,1140,713,4.471299375003287,1.9361624837422147,10.325847272003351,8.653720609850517,0.0032639417852870535,4.4861477927176665,1.9347781034570486,10.401979421901377,1.6643339057913755,0.8285905902794317,2.5000772213033193,0.25721505824575597,3.929365128632619,1.0530093722668843,6.805720884998354,True,True,True,False,3,True,False,Moderate (3/4)
Fluoxetine Hydrochloride,Hyperhidrosis,6,5233,195,4.278619851358447,1.9586489801697178,9.346538362811854,10.14170555048053,0.0014495198598301901,4.282290605926391,1.9584739700898772,9.363419230312191,1.664326616518669,0.8955551636371549,2.433098069400183,0.3699665172793851,3.779607675602549,1.2518529134979377,6.307362437707161,True,True,True,False,3,True,False,Moderate (3/4)
Epirubicin,Congenital Anomaly,9,448,3668,3.806298659450373,2.027271958023076,7.1465051482593385,14.520670684026665,0.00013863004386103364,3.8626308231058504,2.0294886975329898,7.351564408189986,1.6643256599642124,1.028422279316971,2.3002290406114536,0.5936720088744694,3.5529599833906724,1.6101428321193088,5.4957771346620365,True,True,True,False,3,True,False,Moderate (3/4)
Sulfamethoxazole\Trimethoprim,Neonatal Asphyxia,7,822,1494,4.028884064264003,1.9724234593631655,8.229422909277915,11.546136975860023,0.0006789016996830566,4.0542730396879785,1.9719033314145131,8.335667179257664,1.6643045934197962,0.9486178634299894,2.379991323409603,0.45932183374308067,3.6791126358626154,1.399744736630494,5.958480535094736,True,True,True,False,3,True,False,Moderate (3/4)
Lorazepam,Neonatal Respiratory Depression,8,1762,815,3.9196028368794322,1.997318928871623,7.691954538053025,13.009294867222115,0.0003099486332484622,3.932633378830376,1.997474096793126,7.742581151425344,1.6640188141425718,0.9917487022629495,2.336288926022194,0.532135462508514,3.606225949796878,1.5153854864378973,5.697066413155858,True,True,True,False,3,True,False,Moderate (3/4)
Clonazepam,Pleural Effusion,4,2170,279,4.935780518426634,1.9464288386905848,12.516218852608464,7.261741186412849,0.007043896557738927,4.942820116415489,1.945489027719906,12.55801001965818,1.663997017894216,0.7400473163200135,2.5879467194684187,0.10836741830499741,4.175100750784269,0.7623438717204154,7.587857629848123,True,True,True,False,3,True,False,Moderate (3/4)
Hydrocortisone\Hydrocortisone Acetate,Adverse Drug Reaction,3,600,663,5.801566446331313,2.0355052418689548,16.535537486650316,5.954832189303286,0.014676999872737633,5.824842343983099,2.031220884831311,16.703642910345632,1.663944085519124,0.6162828033529038,2.7116053676853444,-0.09997542016890004,4.659950894178696,0.2706300967932673,9.049271691564124,True,True,False,False,2,False,False,Weak (2/4)
Hydroxyzine Hydrochloride,Hypertonia Neonatal,5,791,1028,4.462320867077871,1.9359228801512463,10.285692537092656,8.647140823364998,0.0032757500501667584,4.48369949542397,1.9339148160678397,10.395267153566264,1.6639195448041466,0.8281762292922028,2.49966286031609,0.25680069725852706,3.9278417777662202,1.0526011376826547,6.803082417849786,True,True,True,False,3,True,False,Moderate (3/4)
Diclofenac Potassium,Pneumonia,3,493,807,5.796803441633719,2.036194285200889,16.502811340334002,5.953917375183312,0.01468461800996658,5.825126755780589,2.030971612403363,16.70732447154055,1.6638428577602993,0.6161815755940789,2.71150413992652,-0.10007664792772486,4.659399169130372,0.2705980549527842,9.04820028330796,True,True,False,False,2,False,False,Weak (2/4)
Buprenorphine Hydrochloride\Naloxone Hydrochloride,Knee Deformity,6,7914,129,4.323420371004585,1.9652345074222464,9.5113146211417,10.174119305188938,0.0014242571261132047,4.325881879257162,1.9651285138996137,9.52266169918362,1.6638231626869313,0.8950517098054173,2.4325946155684455,0.36946306344764746,3.7779183789085025,1.2512933974926521,6.304543360324352,True,True,True,False,3,True,False,Moderate (3/4)
Sertraline Hydrochloride,Pulmonary Artery Dilatation,3,8291,48,6.028040764638485,2.03282301585384,17.87527747214172,6.015524235571786,0.014180565327340492,6.029804966102246,2.0325403826547515,17.888229055376748,1.6636106562068604,0.6159493740406401,2.7112719383730806,-0.1003088494811637,4.658133940476315,0.27052457586236045,9.04574330509027,True,True,False,False,2,False,False,Weak (2/4)
Sertraline Hydrochloride,Pulmonary Malformation,3,8291,48,6.028040764638485,2.03282301585384,17.87527747214172,6.015524235571786,0.014180565327340492,6.029804966102246,2.0325403826547515,17.888229055376748,1.6636106562068604,0.6159493740406401,2.7112719383730806,-0.1003088494811637,4.658133940476315,0.27052457586236045,9.04574330509027,True,True,False,False,2,False,False,Weak (2/4)
Olmesartan Medoxomil,Hypotonia Neonatal,9,464,3544,3.803994970892648,2.02551152236567,7.144060934136811,14.499641216148108,0.000140186239822539,3.8583029802314024,2.0276404799359713,7.341785703416516,1.6634832380375588,1.0275798573903174,2.2993866186848004,0.5928295869478157,3.5505197730782805,1.6090369690750537,5.492002577081507,True,True,True,False,3,True,False,Moderate (3/4)
Hydromorphone Hydrochloride,Intensive Care,4,11650,52,5.147873835776262,1.9598963042779642,13.521432216197152,7.357991906415074,0.0066765316186170745,5.149259478423897,1.959742516982238,13.529773909772585,1.6634258919290312,0.7394761903548287,2.587375593503234,0.10779629233981258,4.172682117261165,0.7619022463431295,7.5834619881792005,True,True,True,False,3,True,False,Moderate (3/4)
Doxycycline\Doxycycline Hyclate,Pyrexia,3,437,911,5.790762795817281,2.0355735066564744,16.473457552756717,5.948081241339996,0.014733314481872874,5.822694244930091,2.029677763633411,16.704015227150858,1.6633348413886095,0.6156735592223892,2.71099612355483,-0.1005846642994146,4.656631698373237,0.27043733204048337,9.042826064705991,True,True,False,False,2,False,False,Weak (2/4)
Bromazepam,Agitation Neonatal,7,619,1986,4.020822999913765,1.9714761277035515,8.200463282031961,11.52975223500121,0.0006849114168447627,4.05453345773773,1.9707732434029293,8.341518546055088,1.6631320816800552,0.9474453516902485,2.378818811669862,0.4581493220033397,3.6754225535388967,1.3983408183975956,5.952504288680197,True,True,True,False,3,True,False,Moderate (3/4)
Sapropterin Dihydrochloride,Premature Baby,5,49,16608,4.403365421614586,2.0022596505724897,9.683872434190583,8.834882460522735,0.0029552667242374055,4.774533797700025,1.968501379483541,11.580470922179721,1.6631063284391445,0.8273630129272007,2.4988496439510883,0.25598748089352497,3.9248542419963752,1.0518005240815667,6.797907959911184,True,True,True,False,3,True,False,Moderate (3/4)
Lorazepam,Hypospadias,5,1762,462,4.476486300042631,1.9336003611305579,10.363532194808233,8.635748425329158,0.0032962979258269144,4.486095655621108,1.9327134498904077,10.412849474671868,1.6627882380778782,0.8270449225659344,2.498531553589822,0.2556693905322587,3.923686443004369,1.0514875719268924,6.795885314081846,True,True,True,False,3,True,False,Moderate (3/4)
Diazepam,Retrognathia,4,2425,250,4.934579474422998,1.9440472384706986,12.525454169802968,7.247413875177862,0.007100319852209018,4.94087616890441,1.9432090886920754,12.562856698492894,1.6627315838375598,0.7387818822633573,2.5866812854117622,0.10710198424834116,4.169744309847806,0.7613658234849621,7.57812279621065,True,True,True,False,3,True,False,Moderate (3/4)
Betamethasone\Betamethasone Dipropionate,Cerebral Ventricle Dilatation,3,1581,252,5.822947190618987,2.0298752688288184,16.70384112039593,5.945011344351821,0.014758996278732459,5.831801074432679,2.0282705683397895,16.76793239651081,1.6627298209407382,0.6150685387745178,2.7103911031069585,-0.10118968474728596,4.653338804978733,0.27024609481967676,9.036431515137789,True,True,False,False,2,False,False,Weak (2/4)
Zidovudine,Incorrect Dose Administered,4,11023,55,5.128714427826519,1.9572971265754329,13.4387933876028,7.341233152763753,0.006739059420976689,5.130171712370436,1.957133053961279,13.44755878765436,1.662708445988179,0.7387587444139764,2.5866581475623813,0.10707884639896026,4.169646454176722,0.7613479557314364,7.577944952622008,True,True,True,False,3,True,False,Moderate (3/4)
Zidovudine,Muscle Atrophy,4,11023,55,5.128714427826519,1.9572971265754329,13.4387933876028,7.341233152763753,0.006739059420976689,5.130171712370436,1.957133053961279,13.44755878765436,1.662708445988179,0.7387587444139764,2.5866581475623813,0.10707884639896026,4.169646454176722,0.7613479557314364,7.577944952622008,True,True,True,False,3,True,False,Moderate (3/4)
Benzyl Alcohol\Etanercept,Drug Ineffective,8,1445,995,3.9099233325597993,1.9943766442385054,7.6653025950033715,12.977837626332407,0.0003151997865355885,3.9257728563566316,1.9945553064134516,7.726881510956614,1.662593215950573,0.9903231040709507,2.3348633278301953,0.5307098643165151,3.6019470618133482,1.5135874391611557,5.690306684465541,True,True,True,False,3,True,False,Moderate (3/4)
Clomipramine Hydrochloride,Transient Tachypnoea Of The Newborn,3,1104,361,5.806884224735503,2.0297941119499265,16.612475226410492,5.93845368535202,0.014814010098634546,5.819526561662143,2.0274832969247756,16.703905503566645,1.6624680546718433,0.614806772505623,2.7101293368380635,-0.1014514510161808,4.65191512736805,0.2701634136888389,9.03366684104726,True,True,False,False,2,False,False,Weak (2/4)
Oxycodone\Oxycodone Hydrochloride,Congenital Anomaly,85,4756,3668,3.277028412178756,2.6494679669621566,4.0532345920527995,128.49001433659757,8.768729101926452e-30,3.3183554687372245,2.672632547804121,4.120088646658688,1.662422460336559,1.450466907679366,1.874378012993752,1.3055585196382238,3.202164955587797,2.6309856769632387,3.7733442342123555,True,True,True,True,4,True,True,Strong (4/4)
Bisacodyl,Premature Baby,3,24,16608,5.6610030239550575,2.1458514007830347,14.93437766731385,6.077674391052055,0.01369008790610833,6.288124626682249,2.0316182037106936,19.46256991026569,1.6623728787122232,0.6147115965460028,2.7100341608784433,-0.10154662697580097,4.651397642380145,0.2701333603652003,9.03266192439509,True,True,False,False,2,False,False,Weak (2/4)
Trimebutine Maleate,Premature Baby,3,24,16608,5.6610030239550575,2.1458514007830347,14.93437766731385,6.077674391052055,0.01369008790610833,6.288124626682249,2.0316182037106936,19.46256991026569,1.6623728787122232,0.6147115965460028,2.7100341608784433,-0.10154662697580097,4.651397642380145,0.2701333603652003,9.03266192439509,True,True,False,False,2,False,False,Weak (2/4)
Aluminum Hydroxide\Magnesium Trisilicate,Premature Baby,3,24,16608,5.6610030239550575,2.1458514007830347,14.93437766731385,6.077674391052055,0.01369008790610833,6.288124626682249,2.0316182037106936,19.46256991026569,1.6623728787122232,0.6147115965460028,2.7100341608784433,-0.10154662697580097,4.651397642380145,0.2701333603652003,9.03266192439509,True,True,False,False,2,False,False,Weak (2/4)
Brexpiprazole,Premature Baby,3,24,16608,5.6610030239550575,2.1458514007830347,14.93437766731385,6.077674391052055,0.01369008790610833,6.288124626682249,2.0316182037106936,19.46256991026569,1.6623728787122232,0.6147115965460028,2.7100341608784433,-0.10154662697580097,4.651397642380145,0.2701333603652003,9.03266192439509,True,True,False,False,2,False,False,Weak (2/4)
Carbamazepine,Hypoventilation Neonatal,3,2055,194,5.8328746729941265,2.0283088051055906,16.773790492461615,5.942472439462939,0.014780270781353706,5.839699404979599,2.0270814488508644,16.8232456371456,1.6622182311681952,0.6145569490019749,2.709879513334416,-0.10170127451982891,4.650556974784074,0.27008453797242016,9.031029411595728,True,True,False,False,2,False,False,Weak (2/4)
Diacetylmorphine Hydrochloride,Drug Withdrawal Syndrome Neonatal,3,6,66447,5.3327461843516595,2.6171403303274112,10.866128016589577,6.587062889888809,0.010272250953959942,8.90367901030183,2.023486728369653,39.177672285680146,1.6621944407096265,0.6145331585434062,2.709855722875847,-0.10172506497839762,4.65042766827817,0.27007702840139647,9.030778308154943,True,True,False,False,2,False,False,Weak (2/4)
Aceprometazine\Meprobamate,Neonatal Respiratory Distress Syndrome,4,82,7399,4.852841715785398,1.9756112171981017,11.9203983625213,7.291298057666275,0.006928939463956295,5.042799309444072,1.949588535448759,13.04368814903609,1.6620098577042817,0.7380601561300791,2.5859595592784843,0.10638025811506302,4.166693375212333,0.7608087443960478,7.572578006028618,True,True,True,False,3,True,False,Moderate (3/4)
Cyclosporine,Product Use In Unapproved Indication,3,740,539,5.79087012691986,2.0292783885442236,16.5251731926785,5.929061336989534,0.014893172845679913,5.809684868971836,2.025816207816943,16.661155215621736,1.6618415949691194,0.6141803128028991,2.70950287713534,-0.10207791071890471,4.648510465823224,0.2699656854499919,9.027055246196458,True,True,False,False,2,False,False,Weak (2/4)
Chlorpromazine,Poor Feeding Infant,14,786,3418,3.5592304863323165,2.1350509347410576,5.93340488917834,21.862911935935447,2.9283943369595646e-06,3.60496686994797,2.1418985810883906,6.067414324920439,1.661817947410492,1.1471024015167894,2.1765334933041944,0.7952050385078296,3.399805401863355,1.907760820559648,4.891849983167061,True,True,True,False,3,True,False,Moderate (3/4)
Calcium Glubionate,Death Neonatal,23,769,5928,3.3990219797636905,2.280930317398244,5.065192185307559,35.365490768993446,2.7328631496855136e-09,3.4722697965154805,2.3010791103670285,5.239566725661417,1.661714918843256,1.2574050097689158,2.0660248279175963,0.980989051524214,3.303482201865194,2.171596930444869,4.4353674732855195,True,True,True,True,4,True,True,Strong (4/4)
Hydrocortisone\Hydrocortisone Acetate,Anti-Cyclic Citrullinated Peptide Antibody Positive,3,600,665,5.784052283474463,2.029377330617335,16.485480700520633,5.925523104076828,0.014923107430770433,5.807240230520249,2.0250996065305737,16.653027330714522,1.6615641364636526,0.6139028542974323,2.709225418629873,-0.1023553692243715,4.647003664021393,0.2698781768202352,9.024129151222551,True,True,False,False,2,False,False,Weak (2/4)
Olanzapine,Cardiac Failure,4,2651,229,4.932651601214725,1.9416344802333367,12.531221538691563,7.232709718619427,0.007158707490396636,4.938408195825455,1.9408700729574804,12.565434362864902,1.66145338816781,0.7375036865936074,2.5854030897420124,0.10582378857859132,4.164343031790763,0.7603795883083708,7.568306475273154,True,True,True,False,3,True,False,Moderate (3/4)
Buprenorphine Hydrochloride\Naloxone Hydrochloride,Learning Disability,589,7914,15454,3.2575069701952075,3.009251920892332,3.526242381769015,4.6197426476008e+22,0.0,3.4389541660499825,3.157228643271527,3.74581859359352,1.6614256591458827,1.5807356893500213,1.742115628941744,1.5255700977548916,3.168526033599543,2.953769145679912,3.383282921519174,True,True,True,True,4,True,True,Strong (4/4)
Hydroxychloroquine Sulfate,Pulmonary Oedema,3,1766,226,5.817937110693613,2.0261622486895954,16.705667202060024,5.929261205125775,0.014891483743252523,5.825854117390358,2.0247300143464644,16.76301331862729,1.6613342826899795,0.6136730005237592,2.7089955648562,-0.10258522299804462,4.6457559109158515,0.2698057126352271,9.021706109196476,True,True,False,False,2,False,False,Weak (2/4)
Metformin Hydrochloride,Micrognathia,3,1217,328,5.801006822547525,2.0263812776284493,16.606785962129877,5.9237629405753065,0.014938022048175702,5.812458775459612,2.0242895754065438,16.689646297087894,1.6612154071751593,0.6135541250089389,2.7088766893413796,-0.10270409851286488,4.64511078426721,0.26976824642767916,9.020453322106741,True,True,False,False,2,False,False,Weak (2/4)
Cholecalciferol,Fatigue,3,617,647,5.781759076332594,2.02824540513676,16.481604214210112,5.920668764884884,0.014964277539408188,5.804294458777122,2.024087652619131,16.644454167089457,1.6611698408247557,0.6135085586585354,2.708831122990976,-0.10274966486326842,4.644863533220782,0.2697538871401788,9.019973179301385,True,True,False,False,2,False,False,Weak (2/4)
Potassium Gluconate,Low Birth Weight Baby,8,301,4783,3.8830527153434655,2.000284049086202,7.537978617099133,12.998924507859641,0.00031166993729724404,3.9599362304436845,2.0010944712660876,7.836259194329364,1.6610360635383903,0.988765951658768,2.3333061754180124,0.5291527119043324,3.5972800900185433,1.5116263137569512,5.682933866280136,True,True,True,False,3,True,False,Moderate (3/4)
Alendronic Acid,Lung Disorder,3,762,524,5.785353724282099,2.0270015543360715,16.51223090750302,5.918701679805371,0.014980993857040511,5.803601804436864,2.0236421728511855,16.64414507482184,1.6609935324181735,0.6133322502519531,2.708654814584394,-0.10292597326985065,4.643907027109574,0.2696983373399071,9.01811571687924,True,True,False,False,2,False,False,Weak (2/4)
Misoprostol,Microcephaly,4,1053,577,4.893372405428991,1.9392123545523263,12.347844959837685,7.208703155116975,0.007255089774973898,4.907738687372614,1.93724800411666,12.433048826144734,1.6606799283925398,0.7367302268183372,2.5846296299667424,0.1050503288033211,4.161079091030447,0.7597836158073892,7.562374566253505,True,True,True,False,3,True,False,Moderate (3/4)
Clonazepam,Heart Rate Decreased,5,2170,376,4.473720012290089,1.9297007138040057,10.371644994062853,8.60506873065185,0.003352287176237187,4.481513132809167,1.928984576514388,10.41167472465337,1.6604224339322629,0.824679118420319,2.4961657494442067,0.2533035863866433,3.9150146231986076,1.0491636576987307,6.780865588698484,True,True,True,False,3,True,False,Moderate (3/4)
