drug,adr,a,n_drug,n_adr,PRR,PRR_lower95,PRR_upper95,chi2_PRR,pvalue_PRR,ROR,ROR_lower95,ROR_upper95,IC,IC_lower95,IC_upper95,IC025,EBGM,EB05,EB95,signal_PRR,signal_ROR,signal_IC,signal_EBGM,n_methods_flagged,signal_ANY_3,signal_ALL_4,signal_strength
Misoprostol,Foetal Exposure During Delivery,69,1053,307,181.72956969829033,140.08791752643668,235.7493571598944,9434.520254567971,0.0,194.39588357486534,147.74773423509387,255.77217644990816,6.131611498126918,5.8965179374025665,6.366705058851269,5.735790707111429,127.57364739375612,102.31878344652444,152.8285113409878,True,True,True,True,4,True,True,Strong (4/4)
Poractant Alfa,Neonatal Hypoxia,111,715,1212,92.9967593901081,77.6415594014411,111.3887629735207,9078.914090667291,0.0,109.8887211851498,89.03122632817556,135.63253637770086,5.939428176643586,5.753826523069697,6.125029830217476,5.626935596646732,81.2427729277668,68.56066750894388,93.92487834658971,True,True,True,True,4,True,True,Strong (4/4)
Rabeprazole,Trismus,36,240,319,352.1482398149065,255.54424047403634,485.27167966963543,10770.388958290036,0.0,413.9619366717981,285.67113721417473,599.8662892029922,5.888017468710207,5.563604957825281,6.212429979595133,5.34181273099579,216.71990407673863,157.34374950913852,276.0960586443387,True,True,True,True,4,True,True,Strong (4/4)
Nortriptyline,Trismus,34,234,319,338.98064219806645,243.8792867889773,471.16701585420157,9834.694400868548,0.0,396.29187539033325,271.1613692297018,579.16528060954,5.813541717511146,5.4798579049162734,6.147225530106019,5.251727135081003,208.33951659018953,149.60694776333665,267.07208541704244,True,True,True,True,4,True,True,Strong (4/4)
Poractant Alfa,Product Administration Error,31,715,68,771.7146331236897,483.2893874928346,1232.2709548139214,12544.517499103842,0.0,806.6190504017532,499.3220679160776,1303.0353238470925,5.778446444774935,5.429233447156397,6.1276594423934725,5.1904857855192335,250.63574473304917,176.64487904610885,324.62661041998945,True,True,True,True,4,True,True,Strong (4/4)
Benztropine Mesylate,Trismus,30,221,319,312.88942560731704,220.68682542128553,443.614123634198,8070.794517068909,0.0,361.74705195326413,242.70175375950436,539.1841120626966,5.650652374051182,5.295760474297433,6.005544273804931,5.053130297935176,191.23902941446693,133.851147632868,248.62691119606586,True,True,True,True,4,True,True,Strong (4/4)
Zopiclone,Trismus,36,1031,319,82.0066041389357,58.415448490472066,115.12507900195295,2456.078873097318,0.0,84.93558668328465,59.839016101792765,120.55769555037239,5.19012275324743,4.865710242362504,5.514535264132356,4.643918015533013,65.57009354835589,47.605430698742396,83.53475639796937,True,True,True,True,4,True,True,Strong (4/4)
Polyethylene Glycol 4000,Foetal Disorder,23,116,923,147.38078988068145,102.09730969483596,212.7489675367248,3071.4716382338934,0.0,183.38369058188113,116.1172479935466,289.6174216366216,5.1481502257460425,4.743840316671703,5.552460134820382,4.467424358427,108.36606642113874,71.2361692373157,145.4959636049618,True,True,True,True,4,True,True,Strong (4/4)
Gliclazide,Foetal Disorder,24,137,923,130.32598514326142,90.48412644176018,187.7109618170855,2831.6572381893625,0.0,157.6681636641012,101.39171048372988,245.18029841501587,5.145532013836192,4.749559587838915,5.541504439833469,4.47884374557547,99.31443300586434,66.00089723765673,132.62796877407197,True,True,True,True,4,True,True,Strong (4/4)
Amikacin,Systemic Candida,18,210,78,955.619186902495,577.9411099690097,1580.1056796689081,12273.681342898588,0.0,1044.880476548245,609.1765786336144,1792.2146854702532,5.1393616055816,4.683677267246143,5.595045943917057,4.372137974710677,241.01460964845538,147.69548244058802,334.33373685632273,True,True,True,True,4,True,True,Strong (4/4)
Nimesulide,Ductus Arteriosus Stenosis Foetal,19,280,139,379.48017396321035,238.63204318821946,603.4612975993554,5753.402681042925,0.0,406.97808684337883,248.44437355486338,666.6730294623515,5.124109295955528,4.680263274958046,5.567955316953011,4.376817525908747,174.53935048209127,108.75663942945094,240.32206153473157,True,True,True,True,4,True,True,Strong (4/4)
Lisdexamfetamine Dimesylate,Breech Presentation,21,212,373,188.81639048811016,124.79315500279401,285.6857759238499,3459.406615409153,0.0,209.4099920374794,132.4791702821227,331.01463929575095,5.1155357160379165,4.692838150492985,5.538233281582848,4.403851039355125,123.7018936670879,79.3495881511625,168.0541991830133,True,True,True,True,4,True,True,Strong (4/4)
Acetaminophen,Hepatotoxicity,30,3748,69,134.77948985501374,84.12310553610594,215.93961337745745,2168.359930127995,0.0,135.8587612740267,84.61120494947242,218.1460839132993,5.094009307977803,4.739117408224054,5.448901207731552,4.496487231861797,67.83334105164582,47.4776021157095,88.18907998758213,True,True,True,True,4,True,True,Strong (4/4)
Procyclidine,Muscular Weakness,17,109,269,416.437497174375,266.3788425018462,651.028390333424,6080.632589581603,0.0,492.783141557399,291.3293489139096,833.541919166336,5.006126973351513,4.537603588502721,5.474650358200305,4.2172865804938535,180.313748021246,108.47933433588314,252.14816170660885,True,True,True,True,4,True,True,Strong (4/4)
Rabeprazole,Muscle Tone Disorder,19,240,300,189.4706447122078,121.8775322704102,294.5508047210058,3093.6699808166663,0.0,205.6353259104523,127.56287569205465,331.4905456065363,4.999907248482861,4.556061227485379,5.443753269480344,4.25261547843608,119.50003574747981,74.46127342457754,164.5387980703821,True,True,True,True,4,True,True,Strong (4/4)
Olmesartan Medoxomil,Renal Impairment Neonatal,19,464,174,177.52985092707644,111.84901755572419,281.78028434168397,2755.349812482436,0.0,185.05763963320234,114.51788100444467,299.04788393074637,4.96881674706746,4.524970726069977,5.412662768064942,4.221524977020678,110.31342810755157,68.737036615423,151.88981959968015,True,True,True,True,4,True,True,Strong (4/4)
Nimesulide,Renal Failure Neonatal,21,280,470,112.16317397623423,73.95024606002471,170.12218710146607,2062.9602471059984,0.0,121.15720314371995,77.29317782243831,189.91414620485796,4.9408692475726905,4.518171682027759,5.363566813117622,4.229184570889899,84.20511846324524,54.01405970599188,114.3961772204986,True,True,True,True,4,True,True,Strong (4/4)
Nortriptyline,Muscle Tone Disorder,18,234,300,183.7025529746967,116.82745021016191,288.8587220615888,2838.1759256386813,0.0,198.8904453391649,121.98221243191003,324.28834055860517,4.930448505722694,4.474764167387237,5.386132844058151,4.163224874851771,115.20382628937224,70.59773151357417,159.80992106517033,True,True,True,True,4,True,True,Strong (4/4)
Ampicillin,Systemic Candida,18,937,78,214.33123526170797,127.83696658585103,359.347375298985,2726.722914084927,0.0,218.50699940229822,129.2946596707449,369.2751805015126,4.920056770196467,4.46437243186101,5.375741108531924,4.152833139325544,112.06689876731912,68.67539981581285,155.45839771882538,True,True,True,True,4,True,True,Strong (4/4)
Leucovorin\Leucovorin Calcium,Foetal Disorder,22,188,923,87.10449427788345,58.78574106077282,129.0651914307276,1713.1325081332361,0.0,98.47873664013431,63.10383289298136,153.6841919996208,4.880786033264567,4.467588816516987,5.293983250012147,4.185096841801803,70.29137489614948,45.6670890711945,94.91566072110444,True,True,True,True,4,True,True,Strong (4/4)
Indomethacin,Oliguria,31,1803,208,64.57489544977099,44.33217862315175,94.06073086990543,1576.685117214809,0.0,65.68655158028567,44.83969464166734,96.22552278712594,4.879801290356334,4.5305882927377965,5.229014287974872,4.291840631100633,50.08856374861648,35.30178145336573,64.87534604386724,True,True,True,True,4,True,True,Strong (4/4)
Gabapentin Enacarbil,Drug Interaction,16,94,448,265.6214882099275,169.6415346444032,415.9050738768139,3726.3243046790712,0.0,319.5509517322632,186.3817711639928,547.8690867421182,4.870639490705504,4.388126895456001,5.353152085955008,4.058245835438482,140.79547954062215,82.98359918151183,198.60735989973247,True,True,True,True,4,True,True,Strong (4/4)
Romiplostim,Thrombocytopenia Neonatal,16,47,981,236.73706560549485,159.50593792390427,351.36270762683205,3403.2910713660885,0.0,356.46092574782375,195.83159556937028,648.845204041577,4.855192991530717,4.372680396281213,5.337705586780221,4.042799336263695,133.67636170333947,78.7876546592691,188.56506874740984,True,True,True,True,4,True,True,Strong (4/4)
Gabapentin Enacarbil,Tongue Spasm,14,94,33,5177.245556912223,2705.287451356448,9907.956931943683,38642.49075347096,0.0,6077.460582895365,2976.281599259367,12409.957157897308,4.844443191853224,4.3297276459595215,5.3591587377469265,3.9778302829505616,256.7901928925551,144.09479696569434,369.4855888194159,True,True,True,True,4,True,True,Strong (4/4)
Valproate Sodium,Fine Motor Skill Dysfunction,31,6160,64,99.5003107181405,61.2131313268137,161.73509863674934,1506.5843229548543,0.0,99.99847203334011,61.439846849155245,162.75584855466144,4.840952791647388,4.491739794028851,5.190165789265926,4.252992132391687,47.83521307292063,33.71364861149709,61.95677753434417,True,True,True,True,4,True,True,Strong (4/4)
Nimesulide,Polyuria,15,280,103,410.70496591034976,242.51010214524155,695.5527523649239,4771.1509570976705,0.0,433.8505857193016,249.57843871645917,754.1770502972862,4.832978065623646,4.335143430990325,5.330812700256967,3.9947870991491774,160.40251852451715,92.38687126566327,228.41816578337102,True,True,True,True,4,True,True,Strong (4/4)
Rabeprazole,Sleep Disorder,19,240,515,107.42394055687107,69.56865635043037,165.8779055130448,1787.387007303486,0.0,116.55068777151119,72.75226160075005,186.71670847236223,4.825283154239095,4.381437133241612,5.269129175236578,4.077991384192313,80.10001437676715,49.910855963462225,110.28917279007207,True,True,True,True,4,True,True,Strong (4/4)
Procyclidine,Developmental Hip Dysplasia,17,109,743,144.73567520513376,93.6291575595942,223.73816258842734,2182.0820804703335,0.0,171.1466862595562,102.14928066608928,286.7488446969636,4.811814089689754,4.343290704840962,5.2803374745385465,4.022973696832095,98.51437138629989,59.26765733495035,137.76108543764943,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Cloacal Exstrophy,15,431,80,360.6486249812035,209.01143699212037,622.2981506305618,3986.764320555858,0.0,373.6002400960384,213.00003005912674,655.291641794944,4.810418308958287,4.312583674324966,5.308252943591608,3.9722273424838184,146.9766259785553,84.6539739416053,209.29927801550528,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Blood Iron Decreased,15,431,81,355.2253373875012,206.03501741378687,612.4446315290307,3937.1939917650025,0.0,367.98163175044454,209.96153353775955,644.9299499013591,4.808708750010187,4.3108741153768655,5.306543384643508,3.970517783535718,146.04249153929527,84.11594150309625,207.9690415754943,True,True,True,True,4,True,True,Strong (4/4)
Potassium Chloride,Foetal Disorder,23,242,923,70.7899952489167,47.94170613193003,104.52743199316566,1449.3482845471162,0.0,78.10062367275077,50.78474786086671,120.10904208452112,4.807096244520477,4.402786335446137,5.211406153594817,4.126370377201435,59.18812690595997,38.90826311556715,79.46799069635279,True,True,True,True,4,True,True,Strong (4/4)
Misoprostol,Foetal Heart Rate Decreased,25,1053,258,68.10554499176294,45.45705608462912,102.03839971487878,1408.1456250181698,3.5675582703462177e-308,69.73626276390536,46.12648893089371,105.43066374642946,4.8039802868771755,4.41584997043394,5.192110603320411,4.150495570416625,54.121550743409294,36.33333987447409,71.9097616123445,True,True,True,True,4,True,True,Strong (4/4)
Gabapentin Enacarbil,Infantile Back Arching,14,94,147,756.2268790995382,457.27933909784497,1250.6121396188025,8655.421522609317,0.0,887.5651476027637,494.79915463954023,1592.1043596224524,4.798630135940209,4.283914590046506,5.313345681833911,3.932017227037546,197.89177127813275,111.04464030460598,284.7389022516595,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Caudal Regression Syndrome,15,431,87,325.8273784312942,189.81839553663713,559.2897370946272,3663.702818152074,0.0,337.5248996150184,193.40899002307302,589.0266933638279,4.798493720638623,4.300659086005302,5.296328355271944,3.9603027541641547,140.67788123495197,81.0260925023646,200.32966996753933,True,True,True,True,4,True,True,Strong (4/4)
Stavudine,Hypertriglyceridaemia,136,3081,943,35.92932224616193,30.07377718631906,42.92497710117374,3915.8091645755944,0.0,37.54194229219889,31.202442333566825,45.169458723896,4.795524576015414,4.627781463209675,4.963267688821154,4.513099947311873,30.469368105992427,26.17222242938852,34.766513782596334,True,True,True,True,4,True,True,Strong (4/4)
Zonisamide,Tachyarrhythmia,14,382,44,817.4171863280832,440.99122721133375,1515.1567996710196,7112.899587342801,0.0,848.4336810730254,450.28983721803746,1598.614162883198,4.786102662130211,4.271387116236508,5.300818208023913,3.9194897532275483,185.98892588085013,104.36549858382728,267.612353177873,True,True,True,True,4,True,True,Strong (4/4)
Benztropine Mesylate,Muscle Tone Disorder,16,221,300,172.2428838364403,106.73929038803178,277.9446155622933,2355.528124083378,0.0,185.57337113388837,110.90152156762906,310.52302607945285,4.779552133648152,4.297039538398648,5.262064728897656,3.96715847838113,106.46609208437286,62.750164570464705,150.18201959828102,True,True,True,True,4,True,True,Strong (4/4)
Mycophenolate Mofetil,Microtia,17,952,95,153.7920490830366,91.96287005796282,257.1906938773401,1951.1582154684857,0.0,156.56818622828487,92.88938183945936,263.9009588973442,4.778929786261592,4.310406401412799,5.247453171110384,3.9900893934039314,90.96420536311491,54.72536927700361,127.20304144922622,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Gastrointestinal Disorder Congenital,15,431,99,279.55603474874357,164.0074562181153,476.51233892992116,3216.173142683066,0.0,289.5870845379572,167.07155517869768,501.9446873616377,4.778278117509008,4.280443482875688,5.276112752142328,3.9400871510345397,131.0500982513249,75.48078838080782,186.61940812184196,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Bladder Agenesis,15,431,100,276.28637352361204,162.1701053977109,470.7042645598869,3183.7273208110933,0.0,286.1996658312448,165.19711611689374,495.8334058565307,4.776606201001863,4.278771566368542,5.274440835635184,3.938415234527395,130.30693069306932,75.05274693753782,185.56111444860082,True,True,True,True,4,True,True,Strong (4/4)
Ibuprofen,Ductus Arteriosus Stenosis Foetal,19,1002,139,106.06219513457022,65.99860988030362,170.44585116512926,1582.9924316155748,0.0,108.0914403002234,66.71878724857315,175.11948205303474,4.776157145812475,4.332311124814993,5.220003166809958,4.028865375765694,72.80645891956407,45.366192660735386,100.24672517839275,True,True,True,True,4,True,True,Strong (4/4)
Valsartan,Renal Failure,31,1077,399,52.119907318501355,36.40283773470973,74.62288403684067,1367.2430461443594,2.758321950833948e-299,53.633772457263696,37.0889665537967,77.55895661921772,4.771856322035444,4.4226433244169066,5.121069319653982,4.183895662779743,44.166291092903435,31.127839152913943,57.20474303289293,True,True,True,True,4,True,True,Strong (4/4)
Vancomycin,Systemic Candida,15,575,78,278.8638499900805,161.01318786070436,482.97315185490356,3058.9419348920114,0.0,286.2993179599205,163.30323810068558,501.9330934134828,4.769837512120548,4.2720028774872265,5.267672146753869,3.931646545646079,127.37407157326132,73.36351112980569,181.38463201671695,True,True,True,True,4,True,True,Strong (4/4)
Poractant Alfa,Inappropriate Schedule Of Product Administration,14,715,32,720.0683513702381,363.51239087037027,1426.356965174127,5220.639686070992,0.0,734.4188129683497,367.84087222675123,1466.316099069467,4.760992189613156,4.246276643719454,5.275707735506859,3.8943792807104938,165.74378165195176,93.00517397662956,238.48238932727395,True,True,True,True,4,True,True,Strong (4/4)
Gabapentin Enacarbil,Eye Movement Disorder,14,94,245,436.09627801204476,266.953168192942,712.4094648635337,5183.243449889017,0.0,511.75937378425874,288.3118817201075,908.3831547057299,4.76037736985235,4.245661823958647,5.275092915746052,3.8937644609496873,165.2992893219506,92.75575233274662,237.84282631115457,True,True,True,True,4,True,True,Strong (4/4)
Nortriptyline,Sleep Disorder,18,234,515,104.31350998060667,66.77443167069966,162.9562108163744,1639.3397908704387,0.0,112.90086227906275,69.66367803681999,182.9734671290083,4.759217126910396,4.303532788574938,5.214901465245853,3.991993496039473,77.42395502322171,47.445955273385636,107.40195477305778,True,True,True,True,4,True,True,Strong (4/4)
Poractant Alfa,Pulmonary Haemorrhage Neonatal,18,715,169,112.18545271717946,69.61924107025831,180.7772622608369,1635.1731759285308,0.0,115.05412541254125,70.59877569737324,187.50256847495575,4.758174479555903,4.302490141220446,5.21385881789136,3.9909508486849803,77.26028132368485,47.345654855700644,107.17490779166906,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Tethered Cord Syndrome,15,431,118,228.2365694325491,134.9595225322466,385.9818903396917,2693.7421923535326,0.0,236.41933874999276,137.4434984086322,406.6696815938542,4.746838365516095,4.249003730882775,5.244673000149415,3.9086473990416266,118.23774332770222,68.10126968105749,168.37421697434695,True,True,True,True,4,True,True,Strong (4/4)
Doxylamine Succinate\Pyridoxine Hydrochloride,Tremor Neonatal,23,179,1383,63.30615485253966,43.264841923431945,92.63108482648138,1304.172584931782,1.4010757540763845e-285,72.45983024000995,46.81341769735392,112.15645549220045,4.745260259932275,4.340950350857935,5.149570169006615,4.064534392613233,54.08286223144519,35.55223562129903,72.61348884159135,True,True,True,True,4,True,True,Strong (4/4)
Ibuprofen,Ductus Arteriosus Premature Closure,18,1002,127,110.73136564980243,67.92022714297349,180.52700726191128,1551.5206674920212,0.0,112.73720521971842,68.60913816435011,185.24758918130473,4.73773431667306,4.282049978337603,5.193418655008517,3.9705106858021373,74.16372423223535,45.44806244753269,102.87938601693801,True,True,True,True,4,True,True,Strong (4/4)
Valproic Acid,Foetal Anticonvulsant Syndrome,42,3149,229,47.132668677567864,33.846197346369756,65.63480186372125,1497.3978346217855,0.0,47.75605899705015,34.16702077913866,66.74978148291535,4.735070131072208,4.434429564306072,5.0357106978383435,4.228889584986367,36.697798543414095,27.38837232163396,46.00722476519423,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Musculoskeletal Discomfort,14,431,73,371.40258235391497,210.8351362650812,654.2546969292911,3787.7151443111225,0.0,383.8223619986917,214.47473506106445,686.8855929735054,4.726226966674964,4.211511420781261,5.240942512568666,3.8596140577723013,143.64220739371245,80.60313548952988,206.68127929789503,True,True,True,True,4,True,True,Strong (4/4)
Valproate Sodium,Dysgraphia,38,6160,102,63.162557277579275,42.40748560117361,94.07557616981371,1412.1801144183319,4.738844420178153e-309,63.54834341496767,42.59906730771692,94.80000868599073,4.725944822963177,4.410071461737531,5.0418181841888225,4.1941172249812215,37.86743872145911,27.76899375531464,47.96588368760358,True,True,True,True,4,True,True,Strong (4/4)
Estradiol,Heart Rate Decreased,15,151,376,186.19598847851591,114.89126170799396,301.7544207461638,2409.873255487375,0.0,206.5436900582129,120.92150313962614,352.7932980919363,4.724536634593526,4.226701999960206,5.222371269226846,3.8863456681190574,110.4350819873214,63.60717896842855,157.26298500621425,True,True,True,True,4,True,True,Strong (4/4)
Candesartan Cilexetil,Pulmonary Hypoplasia,23,667,384,64.02168347656715,42.47567413621328,96.49701949472482,1258.067037093924,1.465404794742971e-275,66.26998638334584,43.35385892922189,101.2991969738751,4.723972163151708,4.319662254077368,5.128282072226048,4.043246295832666,52.479072277839194,34.49795861070619,70.4601859449722,True,True,True,True,4,True,True,Strong (4/4)
Gabapentin Enacarbil,Dyskinesia,14,94,356,294.7628857220098,181.43389021543948,478.88053712565403,3559.3243049029834,0.0,345.8461350138278,195.7596798525746,611.0019652365597,4.718240986074812,4.203525440181109,5.232956531968514,3.8516280771721494,139.3112865677714,78.17289019838833,200.44968293715445,True,True,True,True,4,True,True,Strong (4/4)
Acetazolamide,Congenital Intestinal Malformation,13,135,64,1272.7917816071365,716.0971628489929,2262.2613290094637,11879.104368324968,0.0,1407.7544283732911,753.5781535514426,2629.816856108377,4.717492061857544,4.184053100857195,5.250931022857893,3.819355035683486,206.717277486911,112.58524781235103,300.84930716147096,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Meconium Stain,15,431,137,192.83661172464352,114.65674766493225,324.32420750422375,2316.222324080659,0.0,199.74444471666217,116.74332931451426,341.75694174080195,4.716069173283858,4.218234538650538,5.213903807917179,3.87787820680939,107.70751880108102,62.0361872453925,153.37885035676953,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Lipodystrophy Acquired,14,431,84,313.4532432632332,179.54161415804526,547.2432459348972,3288.234852199856,0.0,323.92976599991505,182.59286687245037,574.6691812120924,4.707376879120538,4.192661333226836,5.222092425014241,3.8407639702178757,133.78774066115344,75.07341736813957,192.50206395416728,True,True,True,True,4,True,True,Strong (4/4)
Valproate Sodium,Dyspraxia,31,6160,76,73.25847052874082,46.5436041244936,115.30700308157058,1259.2109176779998,8.267421105801408e-276,73.62389327778021,46.71083963625523,116.04325042298737,4.700562566198044,4.351349568579506,5.049775563816581,4.112601906942342,40.77825121616566,28.739991821452243,52.81651061087907,True,True,True,True,4,True,True,Strong (4/4)
Acetaminophen,Aphasia,26,3748,92,69.55771280943455,44.39125101265096,108.99164364394527,1197.4537238862954,2.1811044072924873e-262,70.03647702197064,44.59424101680277,109.99420557019492,4.6937094494223635,4.312973057825738,5.0744458410189885,4.0526736880606995,45.38353959363918,30.756366416232673,60.01071277104568,True,True,True,True,4,True,True,Strong (4/4)
Valproate Sodium,Educational Problem,26,6160,56,91.94004771275486,54.66599525405418,154.62944256551788,1201.2958208629568,3.189196206748343e-263,92.32547043127488,54.82867335126628,155.46596277729088,4.693401178048049,4.312664786451424,5.074137569644674,4.052365416686385,45.36624433491019,30.74464544163501,59.98784322818537,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Congenital Genital Malformation,14,431,93,277.96797044098037,160.10431090914938,482.59907651657267,2967.4554447775536,0.0,287.25453997665045,162.79744285406844,506.8579044645292,4.692135195494062,4.17741964960036,5.206850741387765,3.8255222865914,126.67725096080729,71.08344969002529,182.2710522315893,True,True,True,True,4,True,True,Strong (4/4)
Ferrous Sulfate,Foetal Disorder,23,293,923,58.484643681770585,39.46904340146345,86.66167841445176,1189.4490592091977,1.1976262873157591e-260,63.37063204771225,41.365579409466754,97.0816089960893,4.689112941615095,4.284803032540755,5.093422850689435,4.008387074296053,50.00322244071451,32.870419069701015,67.136025811728,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Cloacal Exstrophy,14,512,80,279.7523051531267,159.5685552346322,490.4559806498925,2903.643222871381,0.0,287.5800710401882,161.85176904937305,510.9755534043701,4.688711420286669,4.173995874392967,5.203426966180372,3.8220985113840067,125.17315958707059,70.23944650331836,180.1068726708228,True,True,True,True,4,True,True,Strong (4/4)
Acetaminophen,Gingival Discomfort,19,3748,45,128.44281108669884,71.63492158117535,230.30046457381405,1306.1193330246788,5.289410088309675e-286,129.09203520123847,71.86989893514041,231.87389712954842,4.688366520444053,4.244520499446571,5.132212541441536,3.941074750397272,62.193376744186054,38.75311000519321,85.6336434831789,True,True,True,True,4,True,True,Strong (4/4)
Acetaminophen,Incorrect Product Administration Duration,19,3748,45,128.44281108669884,71.63492158117535,230.30046457381405,1306.1193330246788,5.289410088309675e-286,129.09203520123847,71.86989893514041,231.87389712954842,4.688366520444053,4.244520499446571,5.132212541441536,3.941074750397272,62.193376744186054,38.75311000519321,85.6336434831789,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Blood Iron Decreased,14,512,81,275.6078265582656,157.324522782979,482.821576169364,2867.4680481801574,0.0,283.31919462089974,159.5725460704388,503.0299259949288,4.6867163414632795,4.172000795569577,5.201431887356982,3.820103432560617,124.3114575560172,69.7559125419512,178.8670025700832,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Exomphalos,15,431,156,166.94335644006242,99.66551937617841,279.6361714052846,2030.665258127756,0.0,172.91863883362532,101.46306996176268,294.69693423767086,4.685942533190591,4.18810789855727,5.183777167823912,3.8477515667161226,98.89954912446262,56.96307013905951,140.83602810986574,True,True,True,True,4,True,True,Strong (4/4)
Ibuprofen,Cardiac Hypertrophy,15,1002,68,189.88513296198755,108.25039262145675,333.08298332069796,2004.9346771756918,0.0,192.75391458653732,109.13684340918248,340.4356441676971,4.682669555900588,4.184834921267267,5.1805041905339095,3.84447858942612,98.01860182009828,56.45567183915254,139.58153180104404,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Caudal Regression Syndrome,14,512,87,253.10922847187655,145.08380118575576,441.5674321601549,2667.8812339483675,0.0,260.1887226304765,147.14117832723392,460.0899092538327,4.674803461831399,4.160087915937696,5.189519007725101,3.8081905529287363,119.38050783444058,66.98896809218425,171.7720475766969,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Gastrointestinal Malformation,14,431,104,244.18180828793302,141.39845617064958,421.6789709981379,2650.7898953366057,0.0,252.33540212392893,143.75241087194968,442.93625949524494,4.673722528189591,4.159006982295889,5.188438074083294,3.807109619286929,118.95045447820242,66.74764870863015,171.15326024777468,True,True,True,True,4,True,True,Strong (4/4)
Oxymorphone,Opisthotonus,124,1415,2068,29.7013294296451,24.96971224886353,35.32956091348042,3204.3198926888904,0.0,32.45665026793162,26.86069683713274,39.21842210580846,4.653504915005307,4.477862132489863,4.829147697520751,4.35777982199461,27.586253188234018,23.51188534199389,31.660621034474147,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Umbilical Cord Abnormality,15,431,178,144.48003019124667,86.56189345613987,241.15090706328493,1776.1831469025692,0.0,149.64629154414058,88.10993871914704,254.15989272555834,4.651827312285028,4.153992677651708,5.149661946918348,3.8136363458105595,90.34489443124234,52.035854599461004,128.65393426302367,True,True,True,True,4,True,True,Strong (4/4)
Zonisamide,Congenital Intestinal Malformation,13,382,64,450.7151342090234,249.6305376076794,813.7791720190916,4183.546133424305,0.0,466.53631908772024,254.022189798899,856.8390706348541,4.651484690115914,4.118045729115565,5.184923651116263,3.753347663941856,149.73805808144652,81.5524303579671,217.92368580492595,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Gastrointestinal Disorder Congenital,14,512,99,217.58512623020968,125.5508465865945,377.0845712614358,2341.286239985545,0.0,223.66692475086077,127.30867762311429,392.9574492605074,4.651268809742218,4.136553263848516,5.165984355635921,3.7846559008395557,110.60590019200748,62.06520020039772,159.14660018361724,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Bladder Agenesis,14,512,100,215.06969124488933,124.15804487482859,372.54913395909665,2317.6081989233267,0.0,221.08084368713077,125.89474029707638,388.23495985676664,4.649324809119271,4.134609263225569,5.164040355012974,3.7827119002166087,109.9325525400553,61.687359083871954,158.17774599623863,True,True,True,True,4,True,True,Strong (4/4)
Indomethacin,Haemorrhage Intracranial,18,1803,87,96.8586561302663,58.12372112664954,161.40740966874768,1253.5924867235226,1.3752015392134565e-274,97.8248218563206,58.45826269915263,163.70133714835112,4.647032708520319,4.191348370184862,5.102717046855776,3.8798090776493965,62.59266139167964,38.35723209878756,86.82809068457172,True,True,True,True,4,True,True,Strong (4/4)
Valproate Sodium,Psychomotor Retardation,61,6160,209,43.8235295082142,32.59049587429328,58.92827608284945,1768.9378589421115,0.0,44.251751882295366,32.83898481365016,59.6308794490584,4.645941347228618,4.396022954947106,4.89585973951013,4.225160380632194,30.426917636901035,24.021004770924726,36.83283050287734,True,True,True,True,4,True,True,Strong (4/4)
Polyethylene Glycol 4000,Neutropenia Neonatal,23,116,2495,53.677007598606124,37.32280773116109,77.19733106615304,1110.9000671472595,1.4119780570473263e-243,66.6296913102956,42.315247012332215,104.91527469546486,4.6441407606528715,4.239830851578532,5.048450669727211,3.9634148933338293,47.058621411784785,30.934738425743493,63.18250439782608,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Genitalia External Ambiguous,15,431,185,138.54829874644474,83.08629522478768,231.03245888628035,1707.9050805784257,0.0,143.5009276437848,84.56865980343348,243.5005625309757,4.641139491994674,4.143304857361354,5.1389741266279945,3.802948525520206,87.92500277438687,50.642072126247626,125.20793342252611,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Congenital Ectopic Bladder,13,431,64,399.5033468708164,221.05339222738294,722.0107438876622,3705.3634703254666,0.0,411.88130284998437,224.48816716213855,755.7022260102999,4.638741595478187,4.105302634477837,5.172180556478537,3.7406045693041294,141.97469683317766,77.32424023946824,206.6251534268871,True,True,True,True,4,True,True,Strong (4/4)
